ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
C2F7DD78E82EC875,electric_bike,2022-01-13 11:59:47,2022-01-13 12:02:44,Glenwood Ave & Touhy Ave,525,Clark St & Touhy Ave,RP-007,42.0128005,-87.665906,42.01256011541,-87.6743671152,casual
A6CF8980A652D272,electric_bike,2022-01-10 08:41:56,2022-01-10 08:46:17,Glenwood Ave & Touhy Ave,525,Clark St & Touhy Ave,RP-007,42.012763,-87.6659675,42.01256011541,-87.6743671152,casual
BD0F91DFF741C66D,classic_bike,2022-01-25 04:53:40,2022-01-25 04:58:01,Sheffield Ave & Fullerton Ave,TA1306000016,Greenview Ave & Fullerton Ave,TA1307000001,41.9256018819,-87.6537080423,41.92533,-87.6658,member
CBB80ED419105406,classic_bike,2022-01-04 00:18:04,2022-01-04 00:33:00,Clark St & Bryn Mawr Ave,KA1504000151,Paulina St & Montrose Ave,TA1309000021,41.983593,-87.669154,41.961507,-87.671387,casual
DDC963BFDDA51EEA,classic_bike,2022-01-20 01:31:10,2022-01-20 01:37:12,Michigan Ave & Jackson Blvd,TA1309000002,State St & Randolph St,TA1305000029,41.87785,-87.62408,41.88462107257936,-87.62783423066139,member
A39C6F6CC0586C0B,classic_bike,2022-01-11 18:48:09,2022-01-11 18:51:31,Wood St & Chicago Ave,637,Honore St & Division St,TA1305000034,41.895634,-87.672069,41.903119,-87.673935,member
BDC4AB637EDF981B,classic_bike,2022-01-30 18:32:52,2022-01-30 18:49:26,Oakley Ave & Irving Park Rd,KA1504000158,Broadway & Sheridan Rd,13323,41.95434085219,-87.6860796243,41.952833,-87.649993,member
81751A3186E59A6B,classic_bike,2022-01-22 12:20:02,2022-01-22 12:32:06,Sheffield Ave & Fullerton Ave,TA1306000016,Damen Ave & Clybourn Ave,13271,41.9256018819,-87.6537080423,41.931931,-87.677856,member
154222B86A338ABD,electric_bike,2022-01-17 07:34:41,2022-01-17 08:00:08,Racine Ave & 15th St,13304,Clinton St & Washington Blvd,WL-012,41.861251333333335,-87.65650016666666,41.88338,-87.64117,member
72DC25B2DD467EEF,classic_bike,2022-01-28 15:27:53,2022-01-28 15:35:16,LaSalle St & Jackson Blvd,TA1309000004,Clinton St & Washington Blvd,WL-012,41.878166,-87.631929,41.88338,-87.64117,member
F20394FE09C63DB2,classic_bike,2022-01-11 18:27:59,2022-01-11 18:34:20,LaSalle St & Jackson Blvd,TA1309000004,Clinton St & Washington Blvd,WL-012,41.878166,-87.631929,41.88338,-87.64117,member
006D3F363CF9600B,electric_bike,2022-01-29 12:30:43,2022-01-29 12:43:04,Clarendon Ave & Leland Ave,TA1307000119,Broadway & Granville Ave,15571,41.967962,-87.6500285,41.9947796884,-87.6602845349,member
FB258EEBE89F4E17,classic_bike,2022-01-02 17:56:18,2022-01-02 18:05:38,Sheffield Ave & Fullerton Ave,TA1306000016,Stockton Dr & Wrightwood Ave,13276,41.9256018819,-87.6537080423,41.93132,-87.638742,member
2EF51270B08DEE03,classic_bike,2022-01-20 22:03:06,2022-01-20 22:09:59,Rush St & Superior St,15530,Larrabee St & Kingsbury St,TA1306000009,41.89576474564,-87.6259080327,41.897764,-87.642884,member
E119D4E6BF686601,electric_bike,2022-01-08 05:36:40,2022-01-08 05:46:40,Michigan Ave & Jackson Blvd,TA1309000002,St. Clair St & Erie St,13016,41.87784933333333,-87.624056,41.89434513742426,-87.62279838323593,casual
7DD70C4AA0F3EA7B,classic_bike,2022-01-14 05:47:07,2022-01-14 05:47:39,Lincoln Park Conservatory,LP-,Lincoln Park Conservatory,LP-,41.92393131136619,-87.63582453131676,41.92393131136619,-87.63582453131676,member
0AA241497B970400,classic_bike,2022-01-12 14:09:13,2022-01-12 14:10:53,LaSalle St & Jackson Blvd,TA1309000004,Clark St & Ida B Wells Dr,TA1305000009,41.878166,-87.631929,41.8759326655,-87.6305845355,member
F5E6D97D85BE8039,classic_bike,2022-01-31 12:07:45,2022-01-31 12:12:48,Michigan Ave & Jackson Blvd,TA1309000002,Indiana Ave & Roosevelt Rd,SL-005,41.87785,-87.62408,41.867888,-87.623041,member
78168928DF06A497,classic_bike,2022-01-28 17:21:59,2022-01-28 17:26:54,Michigan Ave & Jackson Blvd,TA1309000002,Indiana Ave & Roosevelt Rd,SL-005,41.87785,-87.62408,41.867888,-87.623041,member
15C176B55C2BC059,classic_bike,2022-01-19 21:00:40,2022-01-19 21:09:56,Clark St & Bryn Mawr Ave,KA1504000151,Clark St & Schreiber Ave,KA1504000156,41.983593,-87.669154,41.99925182186,-87.6713773393,member
12D2B5AA545EF922,classic_bike,2022-01-24 15:19:37,2022-01-24 15:45:27,Lincoln Park Conservatory,LP-,Michigan Ave & Washington St,13001,41.92393131136619,-87.63582453131676,41.8839840647265,-87.6246839761734,member
1A185AF405E7B2DB,classic_bike,2022-01-13 12:47:10,2022-01-13 13:10:20,Sedgwick St & North Ave,TA1307000038,Sedgwick St & North Ave,TA1307000038,41.911386,-87.638677,41.911386,-87.638677,member
9D4AAF43A011FC59,electric_bike,2022-01-18 08:03:16,2022-01-18 08:08:00,California Ave & Altgeld St,15646,Milwaukee Ave & Rockwell St,13242,41.9266475,-87.69766083333333,41.92019556200566,-87.69265919923781,casual
A209F8E0E84D49B4,classic_bike,2022-01-25 14:46:24,2022-01-25 15:00:27,Sheffield Ave & Fullerton Ave,TA1306000016,Halsted St & Roscoe St,TA1309000025,41.9256018819,-87.6537080423,41.94367,-87.64895,member
6D6B462903DCB23F,electric_bike,2022-01-10 06:44:21,2022-01-10 06:51:28,Racine Ave & 15th St,13304,Wolcott Ave & Polk St,TA1309000064,41.86120735,-87.65659986666667,41.871262,-87.673688,member
DC809CD3B3F3BFC9,classic_bike,2022-01-22 15:14:32,2022-01-22 15:25:21,Indiana Ave & 31st St,TA1308000036,Emerald Ave & 31st St,TA1309000055,41.838842,-87.621857,41.838198,-87.645143,member
1C2362DAD4090D8A,electric_bike,2022-01-03 00:12:42,2022-01-03 00:17:50,Indiana Ave & 31st St,TA1308000036,Indiana Ave & 40th St,13083,41.838817477,-87.621834636,41.82168,-87.6216,casual
AB4032C2B151D137,classic_bike,2022-01-31 18:58:30,2022-01-31 19:05:17,Lake Park Ave & 56th St,TA1309000063,Shore Dr & 55th St,TA1308000009,41.793242,-87.587782,41.795212,-87.580715,member
E6B6D4531ADC9F52,classic_bike,2022-01-15 17:41:15,2022-01-15 17:48:54,Sheffield Ave & Fullerton Ave,TA1306000016,Ashland Ave & Wrightwood Ave,13296,41.9256018819,-87.6537080423,41.92883,-87.668507,member
81B423963BA2C10C,classic_bike,2022-01-24 10:15:53,2022-01-24 10:39:53,Lincoln Park Conservatory,LP-,Daley Center Plaza,TA1306000010,41.92393131136619,-87.63582453131676,41.884241,-87.629634,member
EC80F318604595AE,electric_bike,2022-01-27 17:54:41,2022-01-27 18:05:24,Sheridan Rd & Montrose Ave,TA1307000107,Southport Ave & Waveland Ave,13235,41.96164683333333,-87.65463183333334,41.94815,-87.66394,casual
80F0735AD7F23AD9,electric_bike,2022-01-18 17:52:46,2022-01-18 18:18:40,Clark St & Bryn Mawr Ave,KA1504000151,Elston Ave & Cortland St,TA1305000039,41.983563333333336,-87.66915616666667,41.91643342912655,-87.66674637794495,member
